universe,relevance_variant,unit,model,n_test,ba_a,ba_hybrid,delta_hybrid_minus_a,b,c,n_discordant,p_mid
VN30,indirect_only,2month,Random_Forest,150,0.7162014230979749,0.7126436781609196,-0.003557744937055296,4,3,7,0.7265625000000001
VN30,indirect_only,2month,XGBoost,150,0.7205801860974275,0.7205801860974275,0.0,0,0,0,1.0
VN30,indirect_only,2week,LightGBM,720,0.7066666666666667,0.7066666666666667,0.0,0,0,0,1.0
VN30,indirect_only,2week,Logistic_Regression,720,0.6975757575757575,0.6975757575757575,0.0,0,0,0,1.0
VN30,indirect_only,2week,Random_Forest,720,0.6923232323232323,0.677979797979798,-0.014343434343434325,29,16,45,0.05407603185886958
VN30,indirect_only,2week,XGBoost,720,0.6953535353535354,0.6953535353535354,0.0,0,0,0,1.0
VN30,indirect_only,month,LightGBM,330,0.652780487804878,0.652780487804878,0.0,0,0,0,1.0
VN30,indirect_only,month,Logistic_Regression,330,0.6051707317073171,0.6051707317073171,0.0,0,0,0,1.0
VN30,indirect_only,month,Random_Forest,330,0.6753170731707316,0.6688780487804878,-0.006439024390243797,6,4,10,0.5488281250000001
VN30,indirect_only,month,XGBoost,330,0.6205853658536585,0.6205853658536585,0.0,0,0,0,1.0
VN30,indirect_only,quarter,LightGBM,90,0.7047566976489885,0.7047566976489885,0.0,0,0,0,1.0
VN30,indirect_only,quarter,Logistic_Regression,90,0.6394204483324221,0.6394204483324221,0.0,0,0,0,1.0
VN30,indirect_only,quarter,Random_Forest,90,0.753143794423182,0.7277200656096228,-0.025423728813559254,4,1,5,0.21875000000000003
VN30,indirect_only,quarter,XGBoost,90,0.6853471842536906,0.6853471842536906,0.0,0,0,0,1.0
