variant,ticker,horizon,model,Config_A,Config_Hybrid,Config_LLM,delta_hybrid_minus_A
direct_material_only_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5327380952380952,0.5068452380952382,-0.02440476190476193
material_events_only_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5327380952380952,0.5068452380952382,-0.02440476190476193
material_lag1_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.4678848283499446,0.45636766334440754,-0.0244739756367664
material_events_only_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5658958239784463,0.48675348001796137,-0.025033677593174763
material_events_only_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5267047986926162,0.5107339176942505,-0.025144852176496868
direct_material_only_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5267047986926162,0.5107339176942505,-0.025144852176496868
relevant_lag1_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.468971108490566,0.4771521226415094,-0.025280070754717
direct_lag1_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.4933554817275747,0.5208194905869324,-0.026024363233665637
material_lag1_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5329666217632091,0.4402035623409669,-0.026605298607992878
direct_material_lag1_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5329666217632091,0.4402035623409669,-0.026605298607992878
relevant_non_irrelevant_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.525219135343931,0.5039370078740157,-0.02663051552518203
direct_lag1_per_ticker,HPG,10d,Random_Forest,0.5190476190476191,0.4921259842519685,0.43888263967004126,-0.026921634795650573
direct_only_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5096268656716418,0.5216417910447761,-0.0269402985074626
material_lag1_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6273527625986642,0.37431693989071035,-0.02701882210078932
direct_material_lag1_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6273527625986642,0.37431693989071035,-0.02701882210078932
direct_lag1_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.5053731343283582,0.5449253731343284,-0.027313432835820994
relevant_lag1_per_ticker,HPG,5d,Random_Forest,0.5571806500377929,0.5297052154195011,0.48586545729402875,-0.027475434618291827
relevant_lag1_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.4831504702194357,0.44843260188087775,-0.028605015673981216
relevant_lag1_per_ticker,FPT,1d,Random_Forest,0.5072240198660547,0.4784784408157122,0.4812250733689517,-0.028745579050342474
direct_material_lag1_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.4647700471698113,0.4786998820754717,-0.029481132075471705
material_lag1_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.4647700471698113,0.4786998820754717,-0.029481132075471705
direct_only_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.6180300245098039,0.5598192401960784,-0.030254289215686292
relevant_non_irrelevant_per_ticker,HPG,5d,Random_Forest,0.5571806500377929,0.5264928193499622,0.5197656840513983,-0.030687830687830764
direct_only_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5358105074090705,0.5129097440502919,-0.03259242628349046
material_lag1_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5246068176687486,0.5211453081495974,-0.032620964707652966
material_lag1_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5241071428571429,0.4988095238095238,-0.03303571428571428
direct_material_lag1_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5241071428571429,0.4988095238095238,-0.03303571428571428
direct_lag1_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.6150428921568627,0.550015318627451,-0.03324142156862753
relevant_lag1_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.6119791666666666,0.5607383578431373,-0.03324142156862753
direct_lag1_per_ticker,HPG,5d,Random_Forest,0.5571806500377929,0.5227891156462585,0.4839758125472411,-0.03439153439153442
direct_lag1_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.4576965669988926,0.47552602436323366,-0.034662236987818396
direct_material_lag1_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5224621867710136,0.5190006772518625,-0.034765595605387944
direct_only_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.42641065830721003,0.48546238244514106,-0.03487460815047022
direct_only_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.49761194029850747,0.47873134328358213,-0.0350746268656717
material_lag1_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.6129748774509804,0.47870710784313725,-0.035309436274509776
relevant_lag1_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5009701492537313,0.46798507462686567,-0.03559701492537315
material_events_only_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.45658914728682176,0.5069767441860465,-0.03576965669988924
direct_only_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5593220338983051,0.42134998513232236,-0.03746654772524527
relevant_lag1_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.4941044776119403,0.4987313432835821,-0.03858208955223885
direct_lag1_per_ticker,HPG,20d,Logistic_Regression,0.5,0.4608695652173913,0.49130434782608695,-0.03913043478260869
direct_material_only_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5179471743547295,0.49300173075475956,-0.0392806080216721
relevant_lag1_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.42174764890282135,0.46132445141065825,-0.039537617554858906
relevant_lag1_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5287382128423889,0.5183355785062116,-0.03966472085017214
direct_material_only_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.4211598746081505,0.4647727272727272,-0.040125391849529735
direct_only_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.4868808962264151,0.4793632075471698,-0.04053655660377359
relevant_non_irrelevant_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.4868808962264151,0.48312205188679247,-0.04053655660377359
direct_material_lag1_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.521764968058238,0.50427128212747,-0.042564254939830626
material_lag1_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.521764968058238,0.50427128212747,-0.042564254939830626
relevant_non_irrelevant_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5043478260869565,0.491304347826087,-0.0434782608695653
direct_lag1_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5043478260869565,0.5217391304347826,-0.0434782608695653
relevant_lag1_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.5132322331251858,0.5044603033006244,-0.046089800773119305
direct_material_lag1_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.47242524916943524,0.4591362126245847,-0.04695459579180511
material_lag1_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.47242524916943524,0.4591362126245847,-0.04695459579180511
direct_only_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5,0.45652173913043476,-0.047826086956521796
relevant_lag1_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5,0.4782608695652174,-0.047826086956521796
relevant_non_irrelevant_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.48835820895522386,0.4953731343283582,-0.04820895522388058
direct_material_only_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.47825766509433965,0.4840801886792453,-0.04915978773584906
material_events_only_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.47825766509433965,0.4840801886792453,-0.04915978773584906
direct_lag1_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.509440975319655,0.48721379720487656,-0.049881058578650106
direct_lag1_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.410384012539185,0.4684169278996865,-0.05090125391849526
direct_material_lag1_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5737704918032787,0.5366575591985427,-0.0525197328476017
material_lag1_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5737704918032787,0.5366575591985427,-0.0525197328476017
material_events_only_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.5953584558823529,0.5188419117647058,-0.0529258578431373
relevant_lag1_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6011687917425622,0.4463418336369156,-0.05320279295689134
relevant_non_irrelevant_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.5914522058823529,0.5774356617647058,-0.053768382352941235
direct_only_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.5049063336306869,0.5522598870056498,-0.05441570026761822
relevant_non_irrelevant_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.405525078369906,0.46010971786833854,-0.055760188087774276
relevant_non_irrelevant_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.5905330882352942,0.5068933823529411,-0.05775122549019607
material_events_only_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.3992554858934169,0.42339341692789967,-0.06202978056426334
material_events_only_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.49303935585822856,0.49458198510045903,-0.06418842651817303
relevant_non_irrelevant_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.49300173075475956,0.5279930769809617,-0.06422605162164202
relevant_non_irrelevant_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.504303248016764,0.533004041311181,-0.06649453674599615
relevant_non_irrelevant_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.4915997621171573,0.47933392804044006,-0.06772227178114787
relevant_lag1_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.5026567879060021,0.5624158060170633,-0.06814099685675801
direct_only_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5547207043108682,0.4539313904068003,-0.07156952034001218
relevant_non_irrelevant_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5248290217068095,0.41696402022004164,-0.07195955991674097
relevant_lag1_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5536581663630844,0.4553734061930783,-0.07263205828779595
direct_lag1_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.5728597449908925,0.42888585306618093,-0.08151183970856102
direct_only_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.48142920814143514,0.5330931510919625,-0.08290001485663351
relevant_lag1_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.5621170343137255,0.4766390931372549,-0.08616727941176472
direct_lag1_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5387067395264117,0.46873102610807527,-0.08758348512446867
direct_lag1_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.553155637254902,0.4958639705882353,-0.09206495098039214
material_events_only_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.4787082772040114,0.503517437509355,-0.09208950755874873
direct_material_lag1_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.444812362030905,0.42298258523424087,-0.09361458588831661
relevant_non_irrelevant_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.5285367334547663,0.4662264723740134,-0.0977534911961141
material_lag1_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.4710746894177519,0.47571471336626253,-0.09972309534500823
direct_only_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.5434283088235294,0.5164675245098039,-0.10179227941176472
direct_material_only_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.4335295560461123,0.41967132695609516,-0.10489739187310931
material_lag1_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.40793884392118385,0.3931812607309296,-0.13048810399803779
material_events_only_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.4037282315428011,0.37376338811217397,-0.13469871637642056
relevant_non_irrelevant_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.37273179219487945,0.4468058662689535,-0.13605103985417183
direct_material_only_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.3499047145579584,0.3660203827989063,-0.15887811749109287
relevant_non_irrelevant_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.37736080451312237,0.4234322622843594,-0.16106614340609926
direct_only_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.3464247245007871,0.44572872648935286,-0.16235810754826419
direct_material_lag1_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.34547187008037117,0.3598475432927335,-0.1633109619686801
material_lag1_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.3438561604109702,0.3330019057088408,-0.16492667163808106
direct_lag1_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.3588422859946039,0.4025018395879323,-0.17958466192461775
relevant_lag1_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.3279062059822686,0.39916314524815644,-0.18087662606678268
material_events_only_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.32707763692103736,0.37741320739083606,-0.18170519512801392
direct_lag1_per_ticker,FPT,20d,Logistic_Regression,0.5087828320490513,0.3116662523821361,0.4243930731626481,-0.1971165796669152
relevant_lag1_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.3365628321478211,0.3863952252473224,-0.2018641157714005
direct_only_per_ticker,FPT,10d,Logistic_Regression,0.5384269479192216,0.3332515738696754,0.41108658327201375,-0.20517537404954622
